MASTER_DATA_ID__c|Name|CS_POP_Label__c|Status__c|Provider__c|Type__c|CS_POP_Options__c|Facility_Type__c|Address__r.Name|CS_City__c|CS_Country__c|CS_Region__c|Latitude__c|Longitude__c|Local_Access_Providers__c|Workflow_Queue__c|On_Net_POP__c|Tier__c|Supported_AS__c|FS_Waiver_IPVPN__c|FS_Waiver_Internet__c|FS_Waiver_Colo__c|Is_LOA_Mandatory|LL_Test_By_FS__c|Supported_By__c|Facility_Name__c|Operate__c|Facility_Provider__c|Facility_Service_Status__c|Power_Upgrade_Availability__c|Annual Price Increment|API_Applicable_Product|Standard__c|Facility_Workflow_Queue__c|Customer__c|Facility_Certfication__c|Metro Connect|Campus Cross Connect|NNIA/B Suppliers|ENNI Suppliers|Additional_Information__c|EPL|EPL Prime|IPL|ICBS|EPLX|GID|IPT|TWI|TID|GIE|IPVPN|RSA|SMA|VPLS|EVPL|COLO|TPN|GMN|CLSCOLO|SATDPL|SATTAS|SATVST|SATVOF|SATVSP|SATUPL|SATDNL|SATTND|SATVNO|SATFLR|SATRCK|SATXCN|SATPRE|IPX|FABRIC|METAL|Global_IPVPN_Interconnect|NEXTIP_Interconnect|NFV_AVAILABLE|PRE_WIRING|EXCHANGE_Interconnect|GMN Node Type|SITE|UIA|CABLE|VPG
SMD3|SMD3|SMD3|Live - as designed|Equinix|Point of Presence|COLO;|Data Centre|Calle de la Pedriza, 12, 28108 Alcobendas Madrid, Spain|MADRID|SPAIN|Europe|40.53374|-3.66154|||Off-Net|||||Yes||||Equinix MD3x, Madrid|Resell|Equinix|||||||||MD2,MD6||||||||||||||||||||COLO|||||||||||||||||||||||||||||
SMD6|SMD6|SMD6|Live - as designed|Equinix|Point of Presence|COLO;|Data Centre|Calle de la Pedriza, 12, 28108 Alcobendas Madrid, Spain|MADRID|SPAIN|Europe|40.53374|-3.66154|||Off-Net|||||Yes||||Equinix MD6, Madrid|Resell|Equinix|||||||||MD1|MD2|||||||||||||||||||COLO|||||||||||||||||||||||||||||
SMDI|SMDI|SMDI|Live - as designed|Digital Realty|Point of Presence|GMN;|PoP|Calle Albasanz, 71, 28037 Madrid|MADRID|SPAIN|Europe|40.43932|-3.62121||FS EMEA|Off-Net|||||||||MAD1, Madrid|Leased|Digital Realty|||||||||||||||||||||||||||||||GMN|||||||||||||||||||||||||||
ZZZZ_SRI LANKA|ZZZZ|ZZZZ|Live - as designed|||GIE;IPVPN;|||ANY|SRI LANKA|Asia, Australia|||||Off-Net|||||||No|||||||||||||||Tata Communications,Telekom Malaysia||||||||||||GIE|IPVPN||||||||||||||||||||||||||||||Media Node||||
ZZZZ_SUDAN|ZZZZ|ZZZZ|Live - as designed|||GIE;|||ANY|SUDAN|Middle East / Africa|||||Off-Net||||||||||||||||||||||||||||||||||GIE|||||||||||||||||||||||||||||||||||
ZZZZ_SWEDEN|ZZZZ|ZZZZ|Live - as designed|||GIE;IPVPN;|||ANY|SWEDEN|Europe|||||Off-Net|||||||No|||||||||||||||BT Wholesale,Colt Technology Service,Lumen||||||||||||GIE|IPVPN||||||||||||||||||||||||||||||||||
STIX|STIX|STIX|Live - as designed|Digital Realty|Point of Presence|IPVPN;RSA;VPLS;EVPL;|PoP|Interxion, STO1, Esbogatan 11,  Kista, 164 94 Sweden|STOCKHOLM|SWEDEN|Europe|59.4224709|17.9180729|Colt,GTT,Vodafone|FS EMEA|On-Net|Secondary|AS4637|100M|||TRUE|No|FS|STO1, Stockholm|Leased|Digital Realty||||||||||||||||||||||||IPVPN|RSA||VPLS|EVPL||||||||||||||||||||||||||||Not Supported||
SSK2|SSK2|SSK2|Live - as designed|Equinix|Point of Presence|COLO;|Data Centre|Equinix SK2 Kvastvägen 25, Sköndal, Stockholm, Sweden 12862|STOCKHOLM|SWEDEN|Europe|59.2636689|18.10317|||Off-Net|||||Yes|FALSE|||Equinix SK2, Stokhom|Resell|Equinix||No|3|COLO-RACK;COLO-CAGE;COLO-CAGE-RACK;COLO-CAGE-PWR;|||||SK1,SK3||||||||||||||||||||COLO|||||||||||||||||||||||||||||
ZZZZ_SWITZERLAND|ZZZZ|ZZZZ|Live - as designed|||GIE;IPVPN;|||ANY|SWITZERLAND|Europe|||||Off-Net|||||||No|||||||||||||||BT Wholesale,Colt Technology Service,Lumen||||||||||||GIE|IPVPN||||||||||||||||||||||||||||||||||
ZZZZ_SYRIA|ZZZZ|ZZZZ|Live - as designed|||GIE;|||ANY|SYRIA|Middle East / Africa|||||Off-Net||||||||||||||||||||||||||||||||||GIE|||||||||||||||||||||||||||||||||||
ZZZZ_TAIWAN|ZZZZ|ZZZZ|Live - as designed|||GIE;IPVPN;|||ANY|TAIWAN|Asia, Australia|||||Off-Net|||||||No|||||||||||||||Chief Telecom,Chunghwa Telecom||||||||||||GIE|IPVPN||||||||||||||||||||||||||||||||||
FGCC|FGCC|FGCC|Live - as designed|Infraco|Customer|EPL;IPL;ICBS;COLO;CLSCOLO;|Cable Landing Station|No.50, Sec 3, Jungshan Rd, Fangshan Shiang, Pingtung, Taiwan 941|FANGSHAN|TAIWAN|Asia, Australia|22.260644|120.657378|FET,CHT|FS Taiwan Cable Station (C2C Fanshan)|On-Net|Cable Landing Station||||No|FALSE|No|FS|Fangshan C2C CLS, Taiwan|Owned|Telstra International|||3|COLO-RACK;COLO-CAGE;COLO-CAGE-RACK;COLO-CAGE-PWR;||||||||||EPL||IPL|ICBS||||||||||||COLO|||CLSCOLO|||||||||||||||||||||||||C2C|
TKDC|TKDC|TKDC|Live - as designed|Telstra International|Point of Presence|EPL;IPL;ICBS;|PoP|DCT Data Centre,3F., No.11, Fuxing 4th Rd., Qianzhen Dist., Kaohsiung City 806|KAOHSIUNG|TAIWAN|Asia, Australia|22.5970794|120.3147208|DCT|FS Taiwan POP|On-Net|Extension|||||FALSE|No|FS|||||||||||||||||EPL||IPL|ICBS||||||||||||||||||||||||||||||||||||||||C2C, RNAL, APCN2, EAC, |
TPEA|TPEA|TPEA|Live - as designed|Telstra International|Infrastructure|EPL;IPL;ICBS;CLSCOLO;|Cable Landing Station|No. 18, Ren-Ai Road, Pali Dist., New Taipei City  249, Taiwan|TAIPEI|TAIWAN|Asia, Australia|25.032969|121.565418|TFN,CHT|FS Taiwan Cable Station (EAC)|On-Net|Cable Landing Station||||No|FALSE|No|FS|Pali Cable Station, Taiwan|Owned|Telstra International|||3|COLO-RACK;COLO-CAGE;COLO-CAGE-RACK;COLO-CAGE-PWR;||||||||||EPL||IPL|ICBS|||||||||||||||CLSCOLO|||||||||||||||||||||||||EAC|
TTHY|TTHY|TTHY|Live - as designed|Telstra International|Customer|||2F, No.21, Section 1, Hsin-Yi, Taipei, Taiwan|TAIPEI|TAIWAN|Asia, Australia|25.036825|121.562683||FS Taiwan POP|Off-Net||||||FALSE|No|FS|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
TTPL|TTPL|TTPL|Decommissioned|Telstra International|Infrastructure||Cable Landing Station|No. 202 Chung-Hsiao Road, Pali, Taipei, Taiwan|TAIPEI|TAIWAN|Asia, Australia|23.69781|120.960515||FS Taiwan Cable Station (EAC)|Off-Net||||||FALSE|No|FS|TTPL|Leased|Telstra International||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
TTTJ|TTTJ|TTTJ|Live - as designed|Telstra International|Infrastructure|EPL;IPL;ICBS;CLSCOLO;|Cable Landing Station|No.202, Sec. 2, Zhongzheng Rd., Danshui Dist., New Taipei City 251, Taiwan|TAIPEI|TAIWAN|Asia, Australia|23.69781|120.960515|FET|FS Taiwan Cable Station (C2C Tanshui)|On-Net|Cable Landing Station||||No|FALSE|No|FS|TANSHUI CLS (TTTJ)|Owned|Telstra International|||3|COLO-RACK;COLO-CAGE;COLO-CAGE-RACK;COLO-CAGE-PWR;||||||||||EPL||IPL|ICBS|||||||||||||||CLSCOLO|||||||||||||||||||||||||C2C|
TPLH|TPLH|TPLH|Live - as designed|Eutelsat|Infrastructure|SATUPL;SATUPL;SATUPL;|Satellite Teleport|No. 7, Hongchang St., Linkou Dist., New Taipei City, Taiwan|TAIPEI|TAIWAN|Asia, Australia|25.08435|121.40496|||Off-Net|||||||||Teleport Access Services (Taiwan)|Resell|Eutelsat||||||||||||||||||||||||||||||||||||||SATUPL|SATUPL|SATUPL||||||||||||||||||
TTAK|TTAK|TTAK|Live - as designed|Telstra International|Point of Presence|EPL;IPL;ICBS;GID;IPT;IPVPN;VPLS;EVPL;|PoP|Fareastone, No. 268, Ankang road, Neihu district, Taipei city, Taiwan|TAIPEI|TAIWAN|Asia, Australia|25.0682912|121.6165147|FET|FS Taiwan POP|On-Net|Primary|AS4637|1G|1G||FALSE|No|FS|TTAK|Leased|Telstra International||||||||||||||EPL||IPL|ICBS||GID|IPT||||IPVPN|||VPLS|EVPL||||||||||||||||||||||||||||Supported||
TTRG|TTRG|TTRG|Live - cease sale|Telstra International|Point of Presence|GID;IPT;IPVPN;VPLS;EVPL;|PoP|9/F, No. 468 Rueiguang Rd, Neihu District, Taipei 114, Taiwan ROC|TAIPEI|TAIWAN|Asia, Australia|25.078345|121.569943|FET|FS Taiwan POP|On-Net||||||FALSE|No|FS||||||||||||||||||||||GID|IPT||||IPVPN|||VPLS|EVPL||||||||||||||||||||||||||||Supported||
TPEI|TPEI|TPEI|Live - as designed|Telstra International|Point of Presence;Infrastructure|EPL;IPL;ICBS;GID;IPT;IPVPN;RSA;VPLS;EVPL;COLO;TPN;|PoP;Data Centre|7/F, No. 248, Yang-Kuang Street, Neihu 114, Taipei, Taiwan, R.O.C.|TAIPEI|TAIWAN|Asia, Australia|25.073509|121.577712|eASPNet|FS Taiwan POP|On-Net|Primary|AS4637|1G|1G|No|TRUE|No|FS|TPDS1, Taiwan|Resell|eASPNet||No|3|COLO-RACK;COLO-CAGE;COLO-CAGE-RACK;COLO-CAGE-PWR;||||ISO27001||||||EPL||IPL|ICBS||GID|IPT||||IPVPN|RSA||VPLS|EVPL|COLO|TPN|||||||||||||||||||FALSE|FALSE|FALSE|TRUE|AWS - Asia Pacific (Tokyo)|||Supported|C2C, RNAL, APCN2, EAC, |
TUCN|TUCN|TUCN|Live - as designed|Infraco|Infrastructure|EPL;IPL;ICBS;CLSCOLO;|Cable Landing Station|No.250, Jixiang Road, Toucheng Township, Yilan County 261, Taiwan|TOUCHENG|TAIWAN|Asia, Australia|24.944011|121.867646|Reach|FS Taiwan Cable Station (RNAL)|On-Net|Cable Landing Station||||No|FALSE|No|FS|Toucheng Cable Station, Taiwan|Leased|Reach|||3|COLO-RACK;COLO-CAGE;COLO-CAGE-RACK;COLO-CAGE-PWR;||||||||||EPL||IPL|ICBS|||||||||||||||CLSCOLO|||||||||||||||||||||||||RNAL|
ZZZZ_TANZANIA|ZZZZ|ZZZZ|Live - as designed|||GIE;IPVPN;|||ANY|TANZANIA|Middle East / Africa|||||Off-Net|||||||No|||||||||||||||CMC Networks||||||||||||GIE|IPVPN||||||||||||||||||||||||||||||||||
ZZZZ_THAILAND|ZZZZ|ZZZZ|Live - as designed|||GIE;IPVPN;|||ANY|THAILAND|Asia, Australia|||||Off-Net|||||||No|||||||||||||||True Internet||||||||||||GIE|IPVPN||||||||||||||||||||||||||||||||||
TBCW|TBCW|TBCW|Decommissioned|Telstra International|Point of Presence|||Cyber World Tower A, 4th Ratchadapisek Road, Huai Khwang, Bangkok 10310|BANGKOK|THAILAND|Asia, Australia|13.727896|100.524123|||On-Net||||||FALSE|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
TBMT|TBMT|TBMT|Live - as designed|Telstra International|Point of Presence|EPL;IPL;IPVPN;VPLS;EVPL;|PoP|8th Floor Bangkok Land Building, 47/569-576 Popular 3 Road, Pakkred, Nonthaburi 11120 Thailand|BANGKOK|THAILAND|Asia, Australia|13.91119|100.54961|TRUE,UIH,CAT,AIS,Symphony|FS Thailand|On-Net|Secondary|AS4637|100M|||FALSE|No|FS|||||||||||||||||EPL||IPL||||||||IPVPN|||VPLS|EVPL||||||||||||||||||||||||||||Not Supported||
TBTT|TBTT|TBTT|Live - cease sale|Telstra International|Point of Presence|EPL;IPL;ICBS;VPLS;EVPL;|PoP|14/F 18 True Tower, Ratchadapisek Road, Huai Khwang, Bangkok 10310, Thailand|BANGKOK|THAILAND|Asia, Australia|13.7624686|100.5680611|TRUE,UIH,CAT,AIS,Symphony|FS Thailand|On-Net|Secondary|AS4637|100M|||FALSE|No|FS|||||||||||||||||EPL||IPL|ICBS||||||||||VPLS|EVPL||||||||||||||||||||||||||||||
CAT8|CAT8|CAT8|Live - as designed|Telstra International|Point of Presence|GID;IPT;IPVPN;VPLS;EVPL;COLO;|PoP;Data Centre|16/F & 20/F, CAT Telecom Tower, 72 Charoenkrung Road, Bangrak, Bangkok 10500|BANGKOK|THAILAND|Asia, Australia|13.7268567|100.5141014|TRUE,UIH,CAT,AIS,Symphony|FS Thailand|On-Net|Secondary|AS4637|100M|100M|No|TRUE|No|FS|BKDS1, Thailand|Owned|Telstra International|||3|COLO-RACK;COLO-CAGE;COLO-CAGE-RACK;COLO-CAGE-PWR;|||||||||||||||GID|IPT||||IPVPN|||VPLS|EVPL|COLO|||||||||||||||||||||||||||Supported||
SREX|SREX|SREX|Live - cease sale|Telstra International|Infrastructure||Cable Landing Station|Sri Racha|SRIRACHA|THAILAND|Asia, Australia|8.425183|99.962162|||On-Net|Cable Landing Station|||||FALSE|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
ZZZZ_Timor-Leste|ZZZZ|ZZZZ|Live - as designed|||GIE;|||ANY|Timor-Leste|Asia, Australia|||||Off-Net||||||||||||||||||||||||||||||||||GIE|||||||||||||||||||||||||||||||||||
ZZZZ_TONGA|ZZZZ|ZZZZ|Live - as designed|||GIE;|||ANY|TONGA|Middle East / Africa|||||Off-Net||||||||||||||||||||||||||||||||||GIE|||||||||||||||||||||||||||||||||||
ZZZZ_TRINIDAD AND TOBAGO|ZZZZ|ZZZZ|Live - as designed|||GIE;IPVPN;|||ANY|TRINIDAD AND TOBAGO|Middle East / Africa|||||Off-Net|||||||No|||||||||||||||Inteliglobe Communications||||||||||||GIE|IPVPN||||||||||||||||||||||||||||||||||
ZZZZ_TUNISIA|ZZZZ|ZZZZ|Live - as designed|||GIE;IPVPN;|||ANY|TUNISIA|Middle East / Africa|||||Off-Net|||||||No|||||||||||||||CMC Networks||||||||||||GIE|IPVPN||||||||||||||||||||||||||||||||||
ZZZZ_TURKEY|ZZZZ|ZZZZ|Live - as designed|||GIE;IPVPN;|||ANY|TURKEY|Europe|||||Off-Net|||||||No|||||||||||||||BT Wholesale,Lumen||||||||||||GIE|IPVPN||||||||||||||||||||||||||||||||||
ZZZZ_TUVALU|ZZZZ|ZZZZ|Live - as designed|||GIE;|||ANY|TUVALU|Asia, Australia|||||Off-Net||||||||||||||||||||||||||||||||||GIE|||||||||||||||||||||||||||||||||||
ZZZZ_UGANDA|ZZZZ|ZZZZ|Live - as designed|||GIE;IPVPN;|||ANY|UGANDA|Middle East / Africa|||||Off-Net|||||||No|||||||||||||||CMC Networks||||||||||||GIE|IPVPN||||||||||||||||||||||||||||||||||
ZZZZ_UKRAINE|ZZZZ|ZZZZ|Live - as designed|||GIE;IPVPN;|||ANY|UKRAINE|Europe|||||Off-Net|||||||No|||||||||||||||BT Wholesale||||||||||||GIE|IPVPN||||||||||||||||||||||||||||||||||
UAD1|UAD1|UAD1|Live - as designed|Equinix|Point of Presence|COLO;|Data Centre|Khazna Datacentre, Masdar City, Abu Dhabi, United Arab Emirates 500389|ABU DHABI|UNITED ARAB EMIRATES|Middle East / Africa|24.41928|54.62098|||Off-Net|||||Yes|FALSE|No||Equinix AD1, Abu Dhabi|Resell|Equinix||No|3|COLO-RACK;COLO-CAGE;COLO-CAGE-RACK;COLO-CAGE-PWR;|||||||||||||||||||||||||COLO|||||||||||||||||||||||||||||
ZZZZ_UNITED ARAB EMIRATES|ZZZZ|ZZZZ|Live - as designed|||GIE;IPVPN;|||ANY|UNITED ARAB EMIRATES|Middle East / Africa|||||Off-Net|||||||No|||||||||||||||BT Wholesale||||||||||||GIE|IPVPN||||||||||||||||||||||||||||||||||
UDDM|UDDM|UDDM|Live - as designed|Telstra International|Point of Presence;Infrastructure|EPL;IPL;ICBS;GID;IPT;IPVPN;VPLS;EVPL;COLO;TPN;|PoP;Data Centre|"Datamena, Dubai International Media Production Zone (IMPZ)
IMPZ-F90, datacenter, Ground Floor, Hall 03; Shared area
Racks 1201,1202,1203 and 1204"|DUBAI|UNITED ARAB EMIRATES|Middle East / Africa|25.0332224|55.2042034|Du, Etisalat, CMC, Batelco|FS EMEA|On-Net|Primary|AS4637|100M|100M|No|TRUE|No|FS|Datamena DX1|Resell|Datamena||No|3|COLO-RACK;COLO-CAGE;COLO-CAGE-RACK;COLO-CAGE-PWR;||||||||||EPL||IPL|ICBS||GID|IPT||||IPVPN|||VPLS|EVPL|COLO|TPN|||||||||||||||||||FALSE|FALSE|FALSE|TRUE||||Not Supported||
UDX1|UDX1|UDX1|Live - as designed|Equinix|Point of Presence|COLO;|Data Centre|F88 - 92, Dubai Production City, Sheikh Mohammed Bin Zayed Rd, Dubai, United Arab Emirates 500389|DUBAI|UNITED ARAB EMIRATES|Middle East / Africa|25.02645|55.18665|||Off-Net|||||Yes|FALSE|No||Equinix DX1, Dubai|Resell|Equinix||No|3|COLO-RACK;COLO-CAGE;COLO-CAGE-RACK;COLO-CAGE-PWR;|||||||||||||||||||||||||COLO|||||||||||||||||||||||||||||
UDX2|UDX2|UDX2|Live - as designed|Equinix|Point of Presence|COLO;|Data Centre|Khazna Datacentre, Meydan, Nad Al Sheba 1, Dubai, United Arab Emirates|DUBAI|UNITED ARAB EMIRATES|Middle East / Africa|25.17527|55.31858|||Off-Net|||||Yes|FALSE|No||Equinix DX2, Dubai|Resell|Equinix||No|3|COLO-RACK;COLO-CAGE;COLO-CAGE-RACK;COLO-CAGE-PWR;|||||||||||||||||||||||||COLO|||||||||||||||||||||||||||||
FUJA|FUJA|FUJA|Live - as designed|Telstra International|Customer|EPL;IPL;ICBS;||Fujairah|FUJAIRAH|UNITED ARAB EMIRATES|Middle East / Africa|25.12881|56.326485|||Off-Net|||||||||||||||||||||||||EPL||IPL|ICBS|||||||||||||||||||||||||||||||||||||||||
UFSH|UFSH|UFSH|Live - as designed|Telstra International|Point of Presence|EPL;IPL;ICBS;GID;IPT;IPVPN;VPLS;EVPL;|PoP|"Smarthub, Fujairah Al Mahatta area,  al Salam street, Etisalat old building
1st Floor DC
Racks M01,M02,M03,M04 and M05"|FUJAIRAH|UNITED ARAB EMIRATES|Middle East / Africa|25.12881|56.326485|Du, Etisalat, CMC|FS EMEA|On-Net|Primary|AS4637|100M|100M||TRUE|No|FS|||||||||||||||||EPL||IPL|ICBS||GID|IPT||||IPVPN|||VPLS|EVPL||||||||||||||||||||||||||||Not Supported||
ZZZZ_UNITED KINGDOM|ZZZZ|ZZZZ|Live - as designed|||GIE;IPVPN;|||ANY|UNITED KINGDOM|Europe|||||Off-Net|||||||No|||||||||||||||Colt Technology Service,Lumen||||||||||||GIE|IPVPN||||||||||||||||||||||||||||||||||
UCHC|UCHC|UCHC|Live - as designed|Telstra International|Point of Presence|COLO;|Data Centre|1st Floor Platinum Building, St. Johns innovation Park, Cowley Road, Cambridge, CB4 0WS|CAMBRIDGE|UNITED KINGDOM|Europe|||||On-Net|||||No||||Cambridge Hosting Centre, London|Owned|Telstra International|||3|COLO-RACK;COLO-CAGE;COLO-CAGE-RACK;COLO-CAGE-PWR;|||||||||||||||||||||||||COLO|||||||||||||||||||||||||||||
TUK1|TUK1|TUK1|Decommissioned|Telstra International|Point of Presence|IPVPN;COLO;|Data Centre|1st Floor Platinum Building, St. Johns innovation Park, Cowley Road, Cambridge, CB4 0WS|CAMBRIDGE|UNITED KINGDOM|Europe|#N/A|#N/A|COLT, BT Openreach, BT Wholesale, Vodafone||Off-Net|||||Yes|FALSE|No||||||||||||||||||||||||||||IPVPN|||||COLO|||||||||||||||||||||||||||||
GOBT|GOBT|GOBT|Live - as designed|British Telecom|Point of Presence;Infrastructure|EPL;IPL;ICBS;|Cable Landing Station|Goonhilly|GOONHILLY|UNITED KINGDOM|Europe|50.339543|-5.110355|||On-Net|Cable Landing Station|||||FALSE|||||||||||||||||||EPL||IPL|ICBS|||||||||||||||||||||||||||||||||||||||||
ULD3|ULD3|ULD3|Live - as designed|Equinix|Point of Presence|COLO;|Data Centre|11 Matrix, Coronation Road, London, NW10 7PH, United Kingdom|LONDON|UNITED KINGDOM|Europe|51.52879|-0.27746|||Off-Net|||||Yes|FALSE|No||Equinix LD3, London|Resell|Equinix||No|3|COLO-RACK;COLO-CAGE;COLO-CAGE-RACK;COLO-CAGE-PWR;|||||||||||||||||||||||||COLO|||||||||||||||||||||||||||||
ULD4|ULD4|ULD4|Decommissioned|Telstra International|Point of Presence||PoP|Slough Trading estate, 2 Buckingham Ave, Slough, SL1 4NB,1st Floor, Main Colo3, Cabinet 0203, 1X 800W,UK|LONDON|UNITED KINGDOM|Europe|51.5231345|-0.6306169|BT,Colt,Vodafone,Virtual 1||On-Net|Extension||||Yes|TRUE|No|FS|Equinix LD4, London|Resell|Equinix|||||||||LD3,LD8,LD9,MA1,MA2,MA3,MA4,MA5|LD5,LD6,LD7,LD10||||||||||||||||||||||||||||||||||||||||||||||||
ULD5|ULD5|ULD5|Live - as designed|Equinix|Point of Presence|COLO;|Data Centre|Equinix LD5, Buckingham Avenue, Slough, Berkshire, SL1 4PF|LONDON|UNITED KINGDOM|Europe|51.522449|-0.629077|||Off-Net|||||Yes|FALSE|||Equinix LD5, London|Resell|Equinix||No|3|COLO-RACK;COLO-CAGE;COLO-CAGE-RACK;COLO-CAGE-PWR;|||||LD3,LD8,LD9,MA1,MA2,MA3,MA4,MA5|LD4,LD6,LD7,LD10|||||||||||||||||||COLO|||||||||||||||||||||||||Media Node||||
ULD6|ULD6|ULD6|Live - as designed|Equinix|Point of Presence|COLO;|Data Centre|352 Buckingham Avenue Slough Trading Estate Slough, Berkshire SL1 4PF, United Kingdom|LONDON|UNITED KINGDOM|Europe|51.52457|-0.63495|||Off-Net|||||Yes|FALSE|||Equinix LD6, London|Resell|Equinix||No|3|COLO-RACK;COLO-CAGE;COLO-CAGE-RACK;COLO-CAGE-PWR;|||||LD3,LD8,LD9,MA1,MA2,MA3,MA4,MA5|LD4,LD5,LD7,LD10|||||||||||||||||||COLO|||||||||||||||||||||||||Media Node||||
ULD7|ULD7|ULD7|Live - as designed|Equinix|Point of Presence|COLO;METAL;|Data Centre|Equinix LD7, 1 Banbury Avenue, Slough SL1 4LH, United Kingdom  |LONDON|UNITED KINGDOM|Europe|51.5248011|-0.6338997|||Off-Net|||||Yes|FALSE|||Equinix LD7, London|Resell|Equinix||No|3|COLO-RACK;COLO-CAGE;COLO-CAGE-RACK;COLO-CAGE-PWR;|||||LD3,LD8,LD9,MA1,MA2,MA3,MA4,MA5|LD4,LD5,LD6,LD10|||||||||||||||||||COLO|||||||||||||||||||METAL||||||Media Node||||
ULHX|ULHX|ULHX|Live - cease sale|Telstra International|Point of Presence|GID;IPT;IPVPN;VPLS;EVPL;COLO;TPN;|PoP;Data Centre|3/F 8-9 Harbour Exchange Square, Isle of Dogs, London E14 9GE, UK|LONDON|UNITED KINGDOM|Europe|51.4994932|-0.0142544|BT,Colt,Vodafone,CTL,BICS,EU Networks,Zayo,Epsilon|FS EMEA|On-Net|||||Yes|TRUE|No|FS|Equinix LD8, London|Resell|Equinix|||3|COLO-RACK;COLO-CAGE;COLO-CAGE-RACK;COLO-CAGE-PWR;|||||LD3,LD4,LD5,LD6,LD7,LD9,LD10,MA1,MA2,MA3,MA4,MA5||||||||||GID|IPT||||IPVPN|||VPLS|EVPL|COLO|TPN|||||||||||||||||||FALSE|FALSE|FALSE|FALSE|AWS - EU (Ireland)|||Not Supported||
ULD9|ULD9|ULD9|Live - as designed|Equinix|Point of Presence;Infrastructure|COLO;|Data Centre|2, Powergate Business Park, Volt Ave, London NW10 6PW|LONDON|UNITED KINGDOM|Europe|51.5309133|-0.2558566|||Off-Net|||||Yes|FALSE|||Equinix LD9, London|Resell|Equinix||No|3|COLO-RACK;COLO-CAGE;COLO-CAGE-RACK;COLO-CAGE-PWR;|||||LD3,LD4,LD5,LD6,LD7,LD8,LD10,MA1,MA2,MA3,MA4,MA5||||||||||||||||||||COLO|||||||||||||||||||||||||||||
ULDA|ULDA|ULDA|Live - as designed|Equinix|Point of Presence|COLO;|Data Centre|13 Liverpool Road Slough, SL1 4QZ United Kingdom|LONDON|UNITED KINGDOM|Europe|51.52245|-0.62536|||Off-Net|||||Yes|FALSE|||Equinix LD10, London|Resell|Equinix||No|3|COLO-RACK;COLO-CAGE;COLO-CAGE-RACK;COLO-CAGE-PWR;|||||LD3,LD8,LD9,MA1,MA2,MA3,MA4,MA5|LD4,LD5,LD6,LD7|||||||||||||||||||COLO|||||||||||||||||||||||||Media Node||||
ULDB|ULDB|ULDB|Live - as designed|Equinix|Point of Presence|COLO;|Data Centre|765 Henley Road Slough, SL1 4JW United Kingdom|LONDON|UNITED KINGDOM|Europe|51.52321|-0.63745|||Off-Net|||||Yes|FALSE|||Equinix LD11x, London|Resell|Equinix||No|3|COLO-RACK;COLO-CAGE;COLO-CAGE-RACK;COLO-CAGE-PWR;|||||||||||||||||||||||||COLO|||||||||||||||||||||||||Media Node||||
ULDD|ULDD|ULDD|Live - as designed|Equinix|Point of Presence|COLO;|Data Centre|13 Liverpool Road, Slough, SL1 4QZ United Kingdom|LONDON|UNITED KINGDOM|Europe|51.52245|-0.62536|||Off-Net|||||Yes|FALSE|||Equinix LD13x, London|Resell|Equinix||No|3|COLO-RACK;COLO-CAGE;COLO-CAGE-RACK;COLO-CAGE-PWR;|||||||||||||||||||||||||COLO|||||||||||||||||||||||||Media Node||||
EIGL|EIGL|EIGL|Live - as designed|EIG|Customer|EPL;IPL;ICBS;||London|LONDON|UNITED KINGDOM|Europe|51.499819|-1.07751|||Off-Net|||||||||||||||||||||||||EPL||IPL|ICBS|||||||||||||||||||||||||||||||||||||||||
TUK2|TUK2|TUK2|Decommissioned|Telstra International|Point of Presence|EPL;IPL;ICBS;IPVPN;COLO;|Data Centre|6 Greenwich View Place, Millharbour, E14 9NN|LONDON|UNITED KINGDOM|Europe|#N/A|#N/A|COLT, BT Openreach, BT Wholesale, Vodafone||Off-Net|||||Yes|FALSE|No||London Hosting Centre, London|Owned|Telstra International||No||||||||||||EPL||IPL|ICBS|||||||IPVPN|||||COLO|||||||||||||||||||||||||||||
TUK3|TUK3|TUK3|Decommissioned|Telstra International|Point of Presence|IPVPN;||50-52 Paul Street, London EC2A 4UJ|LONDON|UNITED KINGDOM|Europe|#N/A|#N/A|COLT, BT Openreach, BT Wholesale, Vodafone||Off-Net||||||FALSE|||||||||||||||||||||||||||||IPVPN||||||||||||||||||||||||||||||||||
TUK4|TUK4|TUK4|Decommissioned|Telstra International|Point of Presence|IPVPN;||Corriander Avenue, London E14 2AA|LONDON|UNITED KINGDOM|Europe|#N/A|#N/A|COLT, BT Openreach, BT Wholesale, Vodafone||Off-Net||||||FALSE|||||||||||||||||||||||||||||IPVPN||||||||||||||||||||||||||||||||||
TUK5|TUK5|TUK5|Decommissioned|Telstra International|Point of Presence|IPVPN;||Corriander Avenue, London E14 2AA|LONDON|UNITED KINGDOM|Europe|#N/A|#N/A|COLT, BT Openreach, BT Wholesale, Vodafone||Off-Net||||||FALSE|||||||||||||||||||||||||||||IPVPN||||||||||||||||||||||||||||||||||
